Sun,Mercury,Venus,Earth,Mars,Jupiter,Saturn,Uranus,Neptune,Pluto
0.007062,-0.333177,-0.699235,0.720022,-1.256963,-5.227706,-1.990182,-18.000698,-15.515779,21.241247
0.002651,-0.158728,0.130029,0.690648,-0.947003,1.405093,-9.845622,3.016808,-25.996832,43.009777
-0.000233,0.017670,0.042244,-0.000474,0.010526,0.110608,0.248827,0.243991,0.893232,-10.729397
0.007069,-0.083735,-0.146565,-0.155124,-0.641567,-5.325228,-1.706749,-18.036560,-15.368872,21.135731
0.003049,0.452388,-0.706503,0.972746,-1.363937,1.021754,-9.902797,2.793622,-26.083773,43.055389
-0.000233,0.044881,-0.001342,-0.000519,-0.013181,0.114408,0.238463,0.243627,0.891637,-10.703800
0.007046,0.268421,0.706651,-0.889974,0.132866,-5.393156,-1.421820,-18.069778,-15.221470,21.030058
0.003449,-0.165839,-0.189543,0.418925,-1.435274,0.632758,-9.951306,2.570028,-26.169880,43.100685
-0.000233,-0.038009,-0.043246,-0.000317,-0.033495,0.117571,0.227889,0.243227,0.890014,-10.678119
0.006995,-0.407647,0.226185,-0.864071,0.866371,-5.431244,-1.135646,-18.100353,-15.073581,20.924227
0.003849,0.125353,0.689734,-0.491942,-1.094109,0.240282,-9.991115,2.346058,-26.255148,43.145660
-0.000232,0.047649,-0.003232,-0.000042,-0.044154,0.120083,0.217116,0.242792,0.888361,-10.652356
0.006914,0.175658,-0.672330,-0.121055,1.325300,-5.439394,-0.848477,-18.128277,-14.925212,20.818241
0.004251,0.392563,0.234651,-1.000420,-0.407081,-0.153499,-10.022199,2.121745,-26.339577,43.190311
-0.000231,0.016143,0.042134,0.000079,-0.040884,0.121933,0.206154,0.242321,0.886681,-10.626514
0.006801,-0.070459,-0.247682,0.725964,1.355550,-5.417647,-0.560566,-18.153545,-14.776364,20.712090
0.004647,-0.307577,-0.674600,-0.706943,0.414468,-0.546417,-10.044537,1.897122,-26.423162,43.234615
-0.000229,-0.018738,0.004897,-0.000047,-0.024379,0.123113,0.195012,0.241815,0.884972,-10.600594
0.006660,-0.287150,0.671384,0.995328,0.969981,-5.366184,-0.272165,-18.176165,-14.627042,20.605782
0.005034,0.360185,-0.287259,0.154463,1.113838,-0.936319,-10.058111,1.672220,-26.505901,43.278599
-0.000226,0.055743,-0.042623,-0.000317,-0.000341,0.123617,0.183699,0.241274,0.883235,-10.574594
0.006496,0.341442,0.324272,0.449287,0.317012,-5.285328,0.016476,-18.196119,-14.477253,20.499319
0.005412,0.142025,0.652232,0.887327,1.512853,-1.321074,-10.062918,1.447074,-26.587791,43.322262
-0.000222,-0.019670,-0.009448,-0.000511,0.023886,0.123443,0.172226,0.240697,0.881469,-10.548515
0.006307,-0.352087,-0.631060,-0.471651,-0.414209,-5.175535,0.305104,-18.213411,-14.326997,20.392704
0.005786,-0.125576,0.334225,0.865404,1.551934,-1.698577,-10.058952,1.221717,-26.668829,43.365601
-0.000218,0.021803,0.041112,-0.000458,0.042455,0.122593,0.160604,0.240085,0.879675,-10.522358
0.006087,-0.052576,-0.343957,-0.982191,-1.058527,-5.037396,0.593467,-18.228041,-14.176284,20.285934
0.006152,0.459254,-0.628304,0.102439,1.261351,-2.066759,-10.046220,0.996180,-26.749012,43.408619
-0.000213,0.042270,0.011045,-0.000197,0.051993,0.121072,0.148841,0.239438,0.877853,-10.496122
0.005836,0.242317,0.621611,-0.662616,-1.494545,-4.871634,0.881313,-18.240004,-14.025117,20.179014
0.006503,-0.192584,-0.378978,-0.746523,0.723112,-2.423590,-10.024733,0.770498,-26.828337,43.451317
-0.000208,-0.038147,-0.041095,0.000053,0.051274,0.118886,0.136948,0.238756,0.876003,-10.469809
0.005561,-0.401895,0.415024,0.202010,-1.644298,-4.679107,1.168391,-18.249294,-13.873497,20.071941
0.006835,0.160667,0.600575,-0.987891,0.048012,-2.767090,-9.994505,0.544702,-26.906803,43.493683
-0.000201,0.049670,-0.015454,0.000094,0.040729,0.116047,0.124936,0.238039,0.874125,-10.443409
0.005263,0.202056,-0.576296,0.910519,-1.472075,-4.460801,1.454451,-18.255928,-13.721437,19.964718
0.007150,0.377255,0.426333,-0.437319,-0.634040,-3.095327,-9.955564,0.318827,-26.984407,43.535698
-0.000195,0.012124,0.039195,-0.000100,0.022221,0.112568,0.112815,0.237287,0.872218,-10.416931
0.004942,-0.109533,-0.433073,0.886412,-0.990950,-4.217834,1.739242,-18.259880,-13.568935,19.857344
0.007447,-0.297450,-0.568778,0.468626,-1.179394,-3.406432,-9.907939,0.092906,-27.061146,43.577389
-0.000187,-0.014693,0.016957,-0.000368,-0.000918,0.108466,0.100596,0.236500,0.870284,-10.390376
0.004599,-0.264198,0.558528,0.127427,-0.278921,-3.951446,2.022514,-18.261175,-13.415999,19.749819
0.007722,0.383367,-0.462815,0.984165,-1.443616,-3.698605,-9.851665,-0.133030,-27.137016,43.618755
-0.000179,0.055181,-0.038697,-0.000483,-0.023762,0.103762,0.088289,0.235679,0.868322,-10.363743
0.004237,0.345774,0.496591,-0.735136,0.504459,-3.663002,2.304018,-18.259798,-13.262634,19.642145
0.007975,0.109110,0.535802,0.659729,-1.317369,-3.970118,-9.786788,-0.358946,-27.212017,43.659798
-0.000170,-0.023125,-0.021123,-0.000336,-0.040140,0.098479,0.075904,0.234824,0.866332,-10.337031
0.003857,-0.369763,-0.509143,-0.966390,1.132266,-3.353994,2.583506,-18.255753,-13.108844,19.534323
0.008208,-0.091766,0.508962,-0.225382,-0.791099,-4.219324,-9.713352,-0.584810,-27.286148,43.700516
-0.000161,0.025824,0.036424,-0.000045,-0.044341,0.092642,0.063454,0.233934,0.864314,-10.310243
0.003455,-0.022819,-0.513147,-0.391459,1.393584,-3.026033,2.860732,-18.249046,-12.954633,19.426352
0.008417,0.462781,-0.497284,-0.921893,-0.006888,-4.444674,-9.631416,-0.810588,-27.359404,43.740910
-0.000151,0.039473,0.022510,0.000152,-0.034228,0.086281,0.050948,0.233010,0.862269,-10.283376
0.003033,0.211377,0.483509,0.503357,1.210795,-2.680849,3.135448,-18.239672,-12.800006,19.318233
0.008596,-0.217441,-0.537092,-0.872736,0.784742,-4.644706,-9.541043,-1.036249,-27.431784,43.780949
-0.000141,-0.037714,-0.035483,0.000107,-0.013175,0.079430,0.038397,0.232052,0.860196,-10.256432
0.002602,-0.395110,0.567322,0.998212,0.672715,-2.320286,3.407410,-18.227638,-12.644970,19.209969
0.008742,0.194146,0.459267,-0.121712,1.353624,-4.818077,-9.442297,-1.261757,-27.503284,43.820648
-0.000130,0.051436,-0.026336,-0.000136,0.011830,0.072122,0.025813,0.231060,0.858095,-10.229410
0.002162,0.225484,-0.430942,0.679465,-0.041348,-1.946298,3.676373,-18.212948,-12.489527,19.101557
0.008861,0.358354,0.580285,0.731034,1.579574,-4.963552,-9.335255,-1.487082,-27.573904,43.860023
-0.000119,0.008085,0.032856,-0.000372,0.033910,0.064397,0.013205,0.230035,0.855967,-10.202312
0.001713,-0.148756,-0.582420,-0.209433,-0.748969,-1.560946,3.942097,-18.195602,-12.333687,18.993000
0.008954,-0.284742,-0.415346,0.969071,1.451562,-5.080030,-9.219996,-1.712191,-27.643639,43.899071
-0.000107,-0.010404,0.027585,-0.000393,0.048403,0.056295,0.000587,0.228976,0.853811,-10.175134
0.001253,-0.241061,0.398173,-0.916047,-1.305436,-1.166392,4.204341,-18.175602,-12.177448,18.884298
0.009017,0.403175,-0.600332,0.379158,1.028775,-5.166543,-9.096608,-1.937049,-27.712486,43.937790
-0.000095,0.054357,-0.031518,-0.000167,0.053039,0.047862,-0.012032,0.227883,0.851629,-10.147875
0.000786,0.345441,0.625674,-0.845702,-1.610683,-0.764891,4.462866,-18.152958,-12.020823,18.775454
0.009047,0.073942,0.372657,-0.529060,0.409011,-5.222272,-8.965184,-2.161625,-27.780447,43.976181
-0.000083,-0.026292,-0.030976,0.000121,0.047440,0.039143,-0.024641,0.226758,0.849418,-10.120540
0.000316,-0.385556,-0.343484,-0.079575,-1.606926,-0.358787,4.717435,-18.127668,-11.863810,18.666464
0.009044,-0.058464,0.638567,-1.000893,-0.286973,-5.246557,-8.825827,-2.385886,-27.847521,44.014214
-0.000071,0.029693,0.028575,0.000243,0.032739,0.030188,-0.037227,0.225599,0.847181,-10.093127
-0.000156,0.006012,-0.639294,0.751928,-1.280560,0.049500,4.967812,-18.099741,-11.706416,18.557333
0.009010,0.462097,-0.324787,-0.667145,-0.921810,-5.238898,-8.678641,-2.609800,-27.913702,44.051907
-0.000059,0.036494,0.032073,0.000115,0.011489,0.021050,-0.049781,0.224407,0.844916,-10.065639
-0.000629,0.176656,0.304361,0.978813,-0.673526,0.457483,5.213763,-18.069181,-11.548648,18.448059
0.008939,-0.240818,-0.651284,0.206392,-1.348819,-5.198994,-8.523738,-2.833334,-27.978985,44.089272
-0.000046,-0.036722,-0.026887,-0.000152,-0.012211,0.011782,-0.062290,0.223183,0.842625,-10.038074
-0.001094,-0.386596,0.670587,0.396620,0.098021,0.862618,5.455058,-18.035994,-11.390510,18.338644
0.008832,0.224866,0.277745,0.911395,-1.434042,-5.126714,-8.361237,-3.056455,-28.043373,44.126308
-0.000033,0.052924,-0.034951,-0.000330,-0.032728,0.002440,-0.074743,0.221927,0.840306,-10.010432
-0.001548,0.246580,-0.248543,-0.522505,0.836439,1.262322,5.691470,-18.000187,-11.232005,18.229088
0.008696,0.335244,0.682509,0.843171,-1.107210,-5.022129,-8.191259,-3.279132,-28.106859,44.163013
-0.000021,0.004035,0.023670,-0.000254,-0.043790,-0.006917,-0.087129,0.220638,0.837960,-9.982715
-0.001995,-0.186880,-0.682392,-0.994567,1.307632,1.653982,5.922771,-17.961763,-11.073142,18.119392
0.008532,-0.270309,-0.227579,0.055673,-0.429762,-4.885528,-8.013940,-3.501332,-28.169447,44.199387
-0.000008,-0.005941,0.035870,0.000024,-0.041002,-0.016230,-0.099437,0.219317,0.835588,-9.954921
-0.002437,-0.216922,0.204100,-0.634180,1.352970,2.034977,6.148738,-17.920732,-10.913923,18.009558
0.008335,0.418937,-0.688943,-0.776553,0.390821,-4.717406,-7.829414,-3.723023,-28.231131,44.235390
0.000004,0.053259,-0.021688,0.000278,-0.024870,-0.025439,-0.111656,0.217964,0.833188,-9.927051
-0.002865,0.341297,0.701295,0.240733,0.979495,2.402694,6.369154,-17.877104,-10.754354,17.899586
0.008101,0.036272,0.176453,-0.976147,1.097243,-4.518490,-7.637827,-3.944174,-28.291910,44.271061
0.000017,-0.029154,-0.038182,0.000311,-0.000966,-0.034482,-0.123774,0.216580,0.830762,-9.899105
-0.003272,-0.398401,-0.148014,0.921818,0.332399,2.754550,6.583801,-17.830883,-10.594439,17.789476
0.007836,-0.026386,0.711180,-0.392233,1.507523,-4.289733,-7.439328,-4.164753,-28.351780,44.306400
0.000029,0.033364,0.018246,0.000109,0.023363,-0.043298,-0.135779,0.215164,0.828310,-9.871083
-0.003659,0.034839,-0.710562,0.853284,-0.399309,3.088008,6.792465,-17.782080,-10.434184,17.679230
0.007543,0.456789,-0.125796,0.511454,1.558236,-4.032310,-7.234074,-4.384727,-28.410740,44.341408
0.000040,0.033323,0.038888,-0.000157,0.042198,-0.051824,-0.147661,0.213717,0.825831,-9.842986
-0.004025,0.139649,0.099822,0.069305,-1.049123,3.400611,6.994936,-17.730701,-10.273597,17.568848
0.007223,-0.262683,-0.712367,0.988381,1.277177,-3.747638,-7.022228,-4.604066,-28.468794,44.376083
0.000052,-0.035200,-0.016039,-0.000257,0.052081,-0.060001,-0.159409,0.212239,0.823325,-9.814814
-0.004366,-0.375292,0.717293,-0.775933,-1.494044,3.689994,7.191010,-17.676756,-10.112677,17.458332
0.006877,0.252411,0.071178,0.620863,0.745031,-3.437365,-6.803959,-4.822739,-28.525930,44.410393
0.000063,0.054103,-0.040605,-0.000091,0.051719,-0.067768,-0.171010,0.210731,0.820793,-9.786566
-0.004681,0.266320,-0.043995,-0.962998,-1.654618,3.953918,7.380485,-17.620253,-9.951436,17.347681
0.006507,0.307876,0.724025,-0.274654,0.071841,-3.103364,-6.579443,-5.040712,-28.582153,44.444355
0.000073,-0.000024,0.012417,0.000207,0.041495,-0.075068,-0.182455,0.209192,0.818234,-9.758240
-0.004970,-0.222317,-0.723047,-0.355005,-1.493624,4.190289,7.563163,-17.561205,-9.789873,17.236898
0.006118,-0.254467,-0.021547,-0.942452,-0.613018,-2.747725,-6.348866,-5.257958,-28.637463,44.477985
0.000083,-0.001387,0.041058,0.000395,0.023219,-0.081845,-0.193731,0.207622,0.815650,-9.729838
-0.005233,-0.190720,-0.006224,0.536455,-1.022249,4.397188,7.738849,-17.499620,-9.627999,17.125982
0.005707,0.430571,-0.721012,-0.850550,-1.166231,-2.372749,-6.112411,-5.474443,-28.691849,44.511280
0.000092,0.051864,-0.010060,0.000333,0.000174,-0.088047,-0.204828,0.206023,0.813039,-9.701362
-0.005464,0.334486,0.718393,0.994632,-0.315914,4.572891,7.907358,-17.435509,-9.465816,17.014935
0.005272,-0.003365,-0.035779,-0.076545,-1.442982,-1.980927,-5.870277,-5.690137,-28.745319,44.544243
0.000101,-0.031698,-0.042171,0.000077,-0.022769,-0.093623,-0.215735,0.204394,0.810402,-9.672811
-0.005655,-0.407024,0.061330,0.634369,0.468723,4.715895,8.068504,-17.368885,-9.303327,16.903757
0.004821,0.004399,0.720887,0.759475,-1.331761,-1.574929,-5.622666,-5.905011,-28.797865,44.576836
0.000109,0.036783,0.006313,-0.000161,-0.039468,-0.098531,-0.226441,0.202736,0.807739,-9.644185
-0.005810,0.064683,-0.719456,-0.265204,1.106078,4.824941,8.222110,-17.299757,-9.140540,16.792450
0.004363,0.447201,0.083083,0.952591,-0.818366,-1.157578,-5.369791,-6.119032,-28.849489,44.609081
0.000116,0.029949,0.042330,-0.000170,-0.044147,-0.102729,-0.236935,0.201048,0.805050,-9.615485
-0.005934,0.102051,-0.111798,-0.941113,1.382539,4.899026,8.367997,-17.228138,-8.977461,16.681013
0.003898,-0.282266,-0.714576,0.327978,-0.039712,-0.731826,-5.111866,-6.332173,-28.900187,44.640991
0.000122,-0.033198,-0.003877,0.000066,-0.034496,-0.106183,-0.247207,0.199331,0.802336,-9.586711
-0.006024,-0.360118,0.704706,-0.825891,1.214621,4.937429,8.505999,-17.154037,-8.814094,16.569435
0.003425,0.277159,-0.142106,-0.575611,0.755331,-0.300731,-4.849111,-6.544402,-28.949959,44.672565
0.000128,0.054939,-0.042857,0.000352,-0.013714,-0.108864,-0.257245,0.197586,0.799595,-9.557862
-0.006076,0.285640,0.165671,-0.037685,0.686395,4.939722,8.635950,-17.077475,-8.650443,16.457729
0.002945,0.277052,0.701940,-1.009893,1.333868,0.132579,-4.581757,-6.755689,-28.998800,44.703804
0.000133,-0.004090,0.000064,0.000455,0.011268,-0.110749,-0.267040,0.195812,0.796829,-9.528939
-0.006090,-0.253639,-0.699774,0.777183,-0.024275,4.905765,8.757687,-16.998457,-8.486516,16.345898
0.002467,-0.236747,0.185735,-0.636635,1.571641,0.564932,-4.310037,-6.966004,-29.046715,44.734661
0.000137,0.003178,0.042671,0.000300,0.033525,-0.111821,-0.276581,0.194010,0.794038,-9.499943
-0.006069,-0.161544,-0.214539,0.961778,-0.734202,4.835735,8.871061,-16.917000,-8.322318,16.233942
0.001990,0.438863,-0.693078,0.247077,1.454518,0.993147,-4.034191,-7.175320,-29.093697,44.765175
0.000140,0.050151,0.002379,0.000014,0.048312,-0.112071,-0.285857,0.192180,0.791221,-9.470872
-0.006011,0.325942,0.676592,0.345649,-1.297208,4.730108,8.975926,-16.833118,-8.157850,16.121862
0.001517,-0.043602,-0.245462,0.922544,1.039865,1.414069,-3.754465,-7.383607,-29.139748,44.795353
0.000142,-0.033913,-0.042649,-0.000168,0.053285,-0.111496,-0.294859,0.190323,0.788379,-9.441728
-0.005912,-0.410525,0.266876,-0.568468,-1.611724,4.589663,9.072138,-16.746822,-7.993122,16.009659
0.001054,0.034709,0.667776,0.808394,0.424450,1.824601,-3.471112,-7.590836,-29.184856,44.825191
0.000144,0.039905,-0.006199,-0.000085,0.048012,-0.110101,-0.303577,0.188439,0.785511,-9.412510
-0.005780,0.096180,-0.664371,-1.000196,-1.618489,4.415467,9.159564,-16.658131,-7.828137,15.897328
0.000607,0.434487,0.284394,-0.001368,-0.271632,2.221737,-3.184389,-7.796978,-29.229036,44.854675
0.000144,0.026367,0.042069,0.000194,0.033574,-0.107895,-0.312001,0.186527,0.782618,-9.383219
-0.005620,0.065098,-0.312259,-0.599240,-1.302234,4.208875,9.238070,-16.567055,-7.662902,15.784871
0.000177,-0.298103,-0.656774,-0.814667,-0.911465,2.602593,-2.894561,-8.002004,-29.272272,44.883789
0.000144,-0.030762,0.008572,0.000433,0.012477,-0.104899,-0.320121,0.184589,0.779700,-9.353855
-0.005431,-0.340565,0.634660,0.284648,-0.702727,3.971497,9.307545,-16.473614,-7.497421,15.672294
-0.000241,0.300238,-0.343548,-0.971802,-1.348416,2.964438,-2.601893,-8.205886,-29.314571,44.912563
0.000143,0.055410,-0.041555,0.000440,-0.011237,-0.101135,-0.327928,0.182625,0.776757,-9.324418
-0.005208,0.304832,0.362821,0.937469,0.066662,3.705195,9.367869,-16.377819,-7.331699,15.559597
-0.000643,0.244304,0.619289,-0.355518,-1.447442,3.304716,-2.306663,-8.408596,-29.355927,44.940998
0.000141,-0.008145,-0.012344,0.000209,-0.031980,-0.096634,-0.335413,0.180634,0.773789,-9.294909
-0.004953,-0.280156,-0.614015,0.825329,0.810794,3.412048,9.418938,-16.279690,-7.165741,15.446771
-0.001022,-0.216065,0.377107,0.544307,-1.134978,3.621078,-2.009149,-8.610107,-29.396343,44.969093
0.000138,0.007688,0.040539,-0.000077,-0.043470,-0.091433,-0.342565,0.178618,0.770796,-9.265326
-0.004673,-0.129324,-0.402950,0.018904,1.295321,3.094329,9.460649,-16.179241,-6.999554,15.333827
-0.001373,0.445177,-0.606228,0.982023,-0.467100,3.911394,-1.709635,-8.810392,-29.435816,44.996799
0.000135,0.048120,0.014573,-0.000182,-0.041198,-0.085574,-0.349378,0.176576,0.767779,-9.235671
-0.004371,0.315789,0.579748,-0.806254,1.357007,2.754480,9.492916,-16.076488,-6.833143,15.220768
-0.001698,-0.082516,-0.434016,0.573049,0.352809,4.173771,-1.408411,-9.009421,-29.474342,45.024162
0.000131,-0.035770,-0.039595,-0.000016,-0.025471,-0.079103,-0.355842,0.174509,0.764736,-9.205944
-0.004046,-0.408939,0.451195,-0.948233,0.996857,2.395086,9.515655,-15.971451,-6.666512,15.107583
-0.001996,0.065718,0.557804,-0.329903,1.066864,4.406565,-1.105770,-9.207170,-29.511927,45.051182
0.000126,0.042702,-0.018228,0.000276,-0.001728,-0.072071,-0.361949,0.172417,0.761670,-9.176145
-0.003703,0.128946,-0.549925,-0.308241,0.356792,2.018838,9.528793,-15.864144,-6.499666,14.994281
-0.002263,0.420154,0.461954,-0.966825,1.489142,4.608396,-0.802011,-9.403613,-29.548559,45.077862
0.000120,0.022598,0.038112,0.000445,0.022681,-0.064532,-0.367691,0.170301,0.758578,-9.146273
-0.003348,0.029082,-0.484804,0.578289,-0.374258,1.628515,9.532266,-15.754589,-6.332613,14.880866
-0.002500,-0.308588,-0.542335,-0.831795,1.552351,4.778143,-0.497436,-9.598724,-29.584244,45.104164
0.000115,-0.027929,0.020259,0.000354,0.041758,-0.056542,-0.373060,0.168161,0.755463,-9.116329
-0.002979,-0.317191,0.512870,0.999158,-1.028460,1.226944,9.526015,-15.642800,-6.165356,14.767325
-0.002710,0.322871,-0.514944,-0.035831,1.281843,4.914946,-0.192352,-9.792471,-29.618980,45.130108
0.000108,0.055518,-0.036808,0.000072,0.051962,-0.048162,-0.378048,0.165997,0.752323,-9.086314
-0.002596,0.323159,0.530017,0.598530,-1.481302,0.816983,9.509998,-15.528797,-5.997901,14.653673
-0.002890,0.211232,0.484737,0.782319,0.756951,5.018214,0.112931,-9.984832,-29.652761,45.155708
0.000102,-0.012146,-0.023723,-0.000180,0.051938,-0.039454,-0.382648,0.163809,0.749159,-9.056227
-0.002200,-0.302274,-0.473639,-0.309260,-1.651901,0.401490,9.484179,-15.412598,-5.830255,14.539907
-0.003034,-0.191477,0.537124,0.930902,0.086882,5.087611,0.418098,-10.175779,-29.685593,45.180965
0.000094,0.012097,0.034846,-0.000192,0.042016,-0.030478,-0.386854,0.161598,0.745971,-9.026069
-0.001803,-0.095035,-0.556231,-0.952621,-1.501502,-0.016699,9.448528,-15.294221,-5.662420,14.426022
-0.003140,0.450686,-0.466340,0.274140,-0.599616,5.123045,0.722832,-10.365292,-29.717474,45.205849
0.000087,0.045795,0.025511,0.000042,0.023959,-0.021298,-0.390660,0.159364,0.742759,-8.995839
-0.001408,0.303227,0.435231,-0.792857,-1.039343,-0.434793,9.403028,-15.173686,-5.494404,14.312029
-0.003215,-0.118494,-0.584649,-0.621676,-1.159578,5.124671,1.026813,-10.553341,-29.748396,45.230366
0.000080,-0.037224,-0.033248,0.000316,0.000991,-0.011977,-0.394058,0.157108,0.739523,-8.965538
-0.001012,-0.403292,0.597518,0.015568,-0.338264,-0.850065,9.347677,-15.051013,-5.326211,14.197915
-0.003263,0.098207,0.401691,-1.016619,-1.447755,5.092870,1.329719,-10.739902,-29.778364,45.254539
0.000072,0.045173,-0.028712,0.000398,-0.022069,-0.002578,-0.397043,0.154830,0.736264,-8.935166
-0.000617,0.161736,-0.386965,0.811965,0.447901,-1.259870,9.282476,-14.926222,-5.157847,14.083694
-0.003280,0.405219,0.600923,-0.603868,-1.350467,5.028231,1.631224,-10.924953,-29.807379,45.278366
0.000064,0.018685,0.030814,0.000219,-0.039101,0.006839,-0.399610,0.152530,0.732980,-8.904724
-0.000226,-0.006555,-0.615622,0.953718,1.094898,-1.661660,9.207443,-14.799332,-4.989318,13.969359
-0.003264,-0.312796,-0.379992,0.288812,-0.849007,4.931555,1.931000,-11.108466,-29.835432,45.301815
0.000055,-0.024726,0.030207,-0.000084,-0.044273,0.016212,-0.401753,0.150209,0.729674,-8.874211
0.000157,-0.291319,0.348493,0.304932,1.386629,-2.052997,9.122605,-14.670362,-4.820629,13.854914
-0.003219,0.345688,-0.641609,0.933923,-0.075160,4.803821,2.228718,-11.290421,-29.862528,45.324898
0.000048,0.055288,-0.028994,-0.000270,-0.035106,0.025484,-0.403469,0.147866,0.726344,-8.843628
0.000533,0.339230,0.652195,-0.602205,1.233868,-2.431565,9.027999,-14.539335,-4.651784,13.740361
-0.003146,0.178666,0.310449,0.774994,0.724107,4.646180,2.524049,-11.470793,-29.888664,45.347633
0.000039,-0.016037,-0.033089,-0.000184,-0.014620,0.034598,-0.404752,0.145503,0.722990,-8.812974
0.000899,-0.321122,-0.291870,-0.992953,0.715773,-2.795178,8.923674,-14.406273,-4.482791,13.625694
-0.003041,-0.162784,0.651982,-0.054163,1.313372,4.459943,2.816662,-11.649556,-29.913841,45.370026
0.000031,0.016391,0.026106,0.000095,0.010321,0.043499,-0.405600,0.143119,0.719613,-8.782250
0.001248,-0.060107,-0.661856,-0.552882,0.008598,-3.141786,8.809690,-14.271194,-4.313653,13.510925
-0.002907,0.455760,-0.285072,-0.845815,1.564239,4.246560,3.106226,-11.826690,-29.938055,45.392029
0.000023,0.043214,0.034252,0.000322,0.032745,0.052136,-0.406009,0.140715,0.716213,-8.751456
0.001576,0.287013,0.254333,0.337441,-0.703729,-3.469489,8.686123,-14.134121,-4.144376,13.396041
-0.002750,-0.150894,-0.684666,-0.959413,1.459369,4.007608,3.392410,-12.002172,-29.961309,45.413670
0.000016,-0.038224,-0.024132,0.000309,0.047824,0.060459,-0.405976,0.138292,0.712790,-8.720592
0.001890,-0.394963,0.692815,0.959952,-1.273539,-3.776526,8.553058,-13.995077,-3.974967,13.281057
-0.002575,0.132156,0.212942,-0.311462,1.054269,3.744777,3.674882,-12.175978,-29.983601,45.434963
0.000009,0.047337,-0.036758,0.000062,0.053141,0.068423,-0.405499,0.135849,0.709345,-8.689659
0.002190,0.193112,-0.190471,0.803870,-1.597776,-4.061294,8.410588,-13.854082,-3.805429,13.165961
-0.002377,0.389776,0.689173,0.582973,0.444673,3.459853,3.953312,-12.348085,-30.004927,45.455910
0.000001,0.014673,0.020824,-0.000228,0.048204,0.075983,-0.404576,0.133388,0.705876,-8.658657
0.002471,-0.042620,-0.694028,-0.023634,-1.615752,-4.322337,8.258826,-13.711158,-3.635769,13.050765
-0.002155,-0.310777,-0.183586,0.980962,-0.250040,3.154715,4.227372,-12.518476,-30.025290,45.476448
-0.000006,-0.021169,0.037561,-0.000324,0.034049,0.083099,-0.403206,0.130908,0.702385,-8.627585
0.002728,-0.264318,0.154577,-0.827413,-1.310537,-4.558358,8.097893,-13.566327,-3.465993,12.935461
-0.001912,0.368449,-0.712999,0.532085,-0.893544,2.831306,4.496736,-12.687124,-30.044687,45.496639
-0.000012,0.054753,-0.018760,-0.000145,0.013127,0.089735,-0.401388,0.128409,0.698871,-8.596445
0.002960,0.351670,0.718388,-0.924773,-0.719616,-4.768209,7.927922,-13.419614,-3.296105,12.820054
-0.001654,0.146544,0.111238,-0.375666,-1.339392,2.491642,4.761077,-12.854014,-30.063120,45.516483
-0.000018,-0.019763,-0.039639,0.000149,-0.010576,0.095856,-0.399122,0.125893,0.695334,-8.565236
0.003170,-0.337770,-0.085270,-0.255118,0.046631,-4.950901,7.749059,-13.271039,-3.126111,12.704547
-0.001381,-0.130627,0.711536,-0.979799,-1.451475,2.137780,5.020076,-13.019119,-30.080584,45.535961
-0.000024,0.020562,0.015097,0.000307,-0.031526,0.101431,-0.396409,0.123360,0.691776,-8.533958
0.003355,-0.025825,-0.711491,0.623585,0.795685,-5.105592,7.561463,-13.120629,-2.956016,12.588933
-0.001095,0.459945,-0.077888,-0.801596,-1.152762,1.771825,5.273417,-13.182423,-30.097082,45.555046
-0.000030,0.040414,0.040065,0.000201,-0.043433,0.106433,-0.393249,0.120809,0.688195,-8.502612
0.003512,0.266211,0.051203,1.005312,1.292836,-5.231596,7.365305,-12.968400,-2.785827,12.473227
-0.000800,-0.179789,-0.726098,0.014769,-0.493795,1.395914,5.520786,-13.343901,-30.112610,45.573784
-0.000034,-0.038722,-0.012983,-0.000089,-0.041664,0.110836,-0.389643,0.118242,0.684592,-8.471198
0.003647,-0.385047,0.728374,0.564421,1.370089,-5.328372,7.160768,-12.814382,-2.615548,12.357409
-0.000499,0.166813,0.007335,0.813273,0.326090,1.012204,5.761872,-13.503536,-30.127176,45.592175
-0.000039,0.049213,-0.041673,-0.000332,-0.026330,0.114621,-0.385593,0.115658,0.680967,-8.439716
0.003761,0.221939,0.021458,-0.350152,1.022434,-5.395532,6.948055,-12.658597,-2.445186,12.241498
-0.000189,0.373251,0.718509,0.917095,1.048294,0.622867,5.996368,-13.661309,-30.140766,45.610165
-0.000043,0.010605,0.009046,-0.000325,-0.002739,0.117769,-0.381104,0.113058,0.677320,-8.408167
0.003848,-0.079530,-0.713845,-0.960244,0.388594,-5.432830,6.727360,-12.501070,-2.274744,12.125488
0.000132,-0.303288,0.029623,0.229916,1.482968,0.230084,6.223983,-13.817201,-30.153393,45.627792
-0.000047,-0.017284,0.041705,-0.000073,0.021757,0.120265,-0.376176,0.110443,0.673651,-8.376550
0.003902,-0.237150,-0.053661,-0.757241,-0.342598,-5.440167,6.498911,-12.341823,-2.104230,12.009376
0.000457,0.390307,-0.723777,-0.656010,1.559013,-0.163967,6.444420,-13.971191,-30.165045,45.645069
-0.000049,0.053936,-0.006924,0.000206,0.041083,0.122098,-0.370815,0.107813,0.669960,-8.344864
0.003928,0.359556,0.722574,0.068641,-1.002032,-5.417584,6.262939,-12.180882,-1.933647,11.893172
